Date,cambio,moeda
2019-11-07,4.1007,BRL
2019-11-06,4.0837,BRL
2019-11-05,3.9938,BRL
2019-11-04,4.0156,BRL
2019-11-01,3.9904,BRL
2019-10-31,4.0184,BRL
2019-10-30,3.9909,BRL
2019-10-29,3.9986,BRL
2019-10-28,3.991,BRL
2019-10-25,4.0038,BRL
2019-10-24,4.0414,BRL
2019-10-23,4.0345,BRL
2019-10-22,4.0819,BRL
2019-10-21,4.1294,BRL
2019-10-18,4.1118,BRL
2019-10-17,4.1643,BRL
2019-10-16,4.1518,BRL
2019-10-15,4.1807,BRL
2019-10-14,4.1265,BRL
2019-10-11,4.1097,BRL
2019-10-10,4.1095,BRL
2019-10-09,4.1104,BRL
2019-10-08,4.0954,BRL
2019-10-07,4.1071,BRL
2019-10-04,4.0556,BRL
2019-10-03,4.084,BRL
2019-10-02,4.1293,BRL
2019-10-01,4.1591,BRL
2019-09-30,4.1556,BRL
2019-09-27,4.1602,BRL
2019-09-26,4.1711,BRL
2019-09-25,4.1491,BRL
2019-09-24,4.165,BRL
2019-09-23,4.1638,BRL
2019-09-20,4.148,BRL
2019-09-19,4.1678,BRL
2019-09-18,4.1112,BRL
2019-09-17,4.0777,BRL
2019-09-16,4.081,BRL
2019-09-13,4.0849,BRL
2019-09-12,4.0608,BRL
2019-09-11,4.068,BRL
2019-09-10,4.0808,BRL
2019-09-09,4.0953,BRL
2019-09-06,4.0618,BRL
2019-09-05,4.1095,BRL
2019-09-04,4.0951,BRL
2019-09-03,4.1681,BRL
2019-09-02,4.1871,BRL
2019-08-30,4.1454,BRL
2019-08-29,4.1687,BRL
2019-08-28,4.1682,BRL
2019-08-27,4.1311,BRL
2019-08-26,4.1571,BRL
2019-08-23,4.1198,BRL
2019-08-22,4.0707,BRL
2019-08-21,4.0269,BRL
2019-08-20,4.0542,BRL
2019-08-19,4.0743,BRL
2019-08-16,4.0058,BRL
2019-08-15,3.991,BRL
2019-08-14,4.0526,BRL
2019-08-13,3.966,BRL
2019-08-12,3.9855,BRL
2019-08-09,3.9416,BRL
2019-08-08,3.9199,BRL
2019-08-07,3.9691,BRL
2019-08-06,3.9612,BRL
2019-08-05,3.9783,BRL
2019-08-02,3.8893,BRL
2019-08-01,3.8403,BRL
2019-07-31,3.8129,BRL
2019-07-30,3.7906,BRL
2019-07-29,3.7816,BRL
2019-07-26,3.7762,BRL
2019-07-25,3.779,BRL
2019-07-24,3.7736,BRL
2019-07-23,3.7737,BRL
2019-07-22,3.7407,BRL
2019-07-19,3.7494,BRL
2019-07-18,3.7194,BRL
2019-07-17,3.7641,BRL
2019-07-16,3.7687,BRL
2019-07-15,3.7567,BRL
2019-07-12,3.7373,BRL
2019-07-11,3.7551,BRL
2019-07-10,3.7546,BRL
2019-07-09,3.8005,BRL
2019-07-08,3.8073,BRL
2019-07-05,3.8221,BRL
2019-07-04,3.8011,BRL
2019-07-03,3.8272,BRL
2019-07-02,3.8456,BRL
2019-07-01,3.8405,BRL
2019-06-28,3.852,BRL
2019-06-27,3.8196,BRL
2019-06-26,3.8445,BRL
2019-06-25,3.848,BRL
2019-06-24,3.8254,BRL
2019-06-21,3.8192,BRL
2019-06-20,3.839,BRL
2019-06-19,3.839,BRL
2019-06-18,3.8604,BRL
2019-06-17,3.8883,BRL
2019-06-14,3.8959,BRL
2019-06-13,3.8487,BRL
2019-06-12,3.8672,BRL
2019-06-11,3.8571,BRL
2019-06-10,3.8887,BRL
2019-06-07,3.8789,BRL
2019-06-06,3.8799,BRL
2019-06-05,3.8811,BRL
2019-06-04,3.8548,BRL
2019-06-03,3.8859,BRL
2019-05-31,3.9228,BRL
2019-05-30,3.9818,BRL
2019-05-29,3.9747,BRL
2019-05-28,4.0247,BRL
2019-05-27,4.0423,BRL
2019-05-24,4.0225,BRL
2019-05-23,4.0401,BRL
2019-05-22,4.0403,BRL
2019-05-21,4.039,BRL
2019-05-20,4.0968,BRL
2019-05-17,4.0999,BRL
2019-05-16,4.047,BRL
2019-05-15,4.0017,BRL
2019-05-14,3.9751,BRL
2019-05-13,3.9939,BRL
2019-05-10,3.9572,BRL
2019-05-09,3.9466,BRL
2019-05-08,3.9285,BRL
2019-05-07,3.971,BRL
2019-05-06,3.9695,BRL
2019-05-03,3.9382,BRL
2019-05-02,3.9661,BRL
2019-05-01,3.9202,BRL
2019-04-30,3.9215,BRL
2019-04-29,3.9456,BRL
2019-04-26,3.9292,BRL
2019-04-25,3.9542,BRL
2019-04-24,3.9927,BRL
2019-04-23,3.9211,BRL
2019-04-22,3.9365,BRL
2019-04-19,3.9275,BRL
2019-04-18,3.9273,BRL
2019-04-17,3.9382,BRL
2019-04-16,3.904,BRL
2019-04-15,3.8723,BRL
2019-04-12,3.8819,BRL
2019-04-11,3.8582,BRL
2019-04-10,3.8251,BRL
2019-04-09,3.851,BRL
2019-04-08,3.8495,BRL
2019-04-05,3.8735,BRL
2019-04-04,3.859,BRL
2019-04-03,3.87,BRL
2019-04-02,3.8537,BRL
2019-04-01,3.8518,BRL
2019-03-29,3.9247,BRL
2019-03-28,3.901,BRL
2019-03-27,3.9935,BRL
2019-03-26,3.8773,BRL
2019-03-25,3.8544,BRL
2019-03-22,3.9071,BRL
2019-03-21,3.793,BRL
2019-03-20,3.7763,BRL
2019-03-19,3.7892,BRL
2019-03-18,3.7915,BRL
2019-03-15,3.8144,BRL
2019-03-14,3.8442,BRL
2019-03-13,3.8147,BRL
2019-03-12,3.8114,BRL
2019-03-11,3.8403,BRL
2019-03-08,3.8669,BRL
2019-03-07,3.8704,BRL
2019-03-06,3.84,BRL
2019-03-05,3.7755,BRL
2019-03-04,3.7755,BRL
2019-03-01,3.7752,BRL
2019-02-28,3.7514,BRL
2019-02-27,3.7287,BRL
2019-02-26,3.7489,BRL
2019-02-25,3.7522,BRL
2019-02-22,3.7485,BRL
2019-02-21,3.7695,BRL
2019-02-20,3.7277,BRL
2019-02-19,3.723,BRL
2019-02-18,3.7353,BRL
2019-02-15,3.7008,BRL
2019-02-14,3.7233,BRL
2019-02-13,3.7544,BRL
2019-02-12,3.7098,BRL
2019-02-11,3.7577,BRL
2019-02-08,3.7292,BRL
2019-02-07,3.7167,BRL
2019-02-06,3.6983,BRL
2019-02-05,3.6699,BRL
2019-02-04,3.6687,BRL
2019-02-01,3.6597,BRL
2019-01-31,3.644,BRL
2019-01-30,3.685,BRL
2019-01-29,3.7202,BRL
2019-01-28,3.7619,BRL
2019-01-25,3.7707,BRL
2019-01-24,3.7733,BRL
2019-01-23,3.7663,BRL
2019-01-22,3.8152,BRL
2019-01-21,3.755,BRL
2019-01-18,3.7517,BRL
2019-01-17,3.7504,BRL
2019-01-16,3.7366,BRL
2019-01-15,3.7172,BRL
2019-01-14,3.699,BRL
2019-01-11,3.7113,BRL
2019-01-10,3.7105,BRL
2019-01-09,3.6807,BRL
2019-01-08,3.7133,BRL
2019-01-07,3.7356,BRL
2019-01-04,3.7155,BRL
2019-01-03,3.7565,BRL
2019-01-02,3.79,BRL
2023-10-27,908.0,CLP
2023-10-26,933.28,CLP
2023-10-25,922.55,CLP
2023-10-24,925.97,CLP
2023-10-23,931.3,CLP
2023-10-20,943.63,CLP
2023-10-19,940.5,CLP
2023-10-18,942.05,CLP
2023-10-17,936.45,CLP
2023-10-16,947.05,CLP
2023-10-13,939.5,CLP
2023-10-12,937.85,CLP
2023-10-11,925.15,CLP
2023-10-10,927.3,CLP
2023-10-09,923.05,CLP
2023-10-06,923.05,CLP
2023-10-05,914.0,CLP
2023-10-04,914.9,CLP
2023-10-03,916.8,CLP
2023-10-02,908.13,CLP
2023-09-29,890.7,CLP
2023-09-28,904.95,CLP
2023-09-27,908.7,CLP
2023-09-26,903.7,CLP
2023-09-25,902.95,CLP
2023-09-22,894.4,CLP
2023-09-21,888.33,CLP
2023-09-20,882.5,CLP
2023-09-19,883.64,CLP
2023-09-18,883.64,CLP
2023-09-15,883.64,CLP
2023-09-14,888.78,CLP
2023-09-13,880.8,CLP
2023-09-12,892.85,CLP
2023-09-11,891.3,CLP
2023-09-08,894.54,CLP
2023-09-07,883.2,CLP
2023-09-06,871.0,CLP
2023-09-05,873.8,CLP
2023-09-04,859.05,CLP
2023-09-01,850.78,CLP
2023-08-31,851.8,CLP
2023-08-30,850.05,CLP
2023-08-29,858.3,CLP
2023-08-28,853.5,CLP
2023-08-25,845.03,CLP
2023-08-24,844.8,CLP
2023-08-23,855.18,CLP
2023-08-22,869.55,CLP
2023-08-21,870.1,CLP
2023-08-18,870.56,CLP
2023-08-17,866.4,CLP
2023-08-16,869.1,CLP
2023-08-15,862.55,CLP
2023-08-14,856.45,CLP
2023-08-11,858.0,CLP
2023-08-10,845.65,CLP
2023-08-09,861.15,CLP
2023-08-08,861.23,CLP
2023-08-07,858.3,CLP
2023-08-04,852.3,CLP
2023-08-03,850.4,CLP
2023-08-02,847.92,CLP
2023-08-01,840.3,CLP
2023-07-31,838.45,CLP
2023-07-28,828.73,CLP
2023-07-27,829.48,CLP
2023-07-26,823.18,CLP
2023-07-25,828.23,CLP
2023-07-24,827.57,CLP
2023-07-21,822.0,CLP
2023-07-20,816.1,CLP
2023-07-19,805.9,CLP
2023-07-18,815.05,CLP
2023-07-17,818.03,CLP
2023-07-14,813.7,CLP
2023-07-13,810.62,CLP
2023-07-12,811.17,CLP
2023-07-11,814.97,CLP
2023-07-10,812.87,CLP
2023-07-07,807.02,CLP
2023-07-06,802.2,CLP
2023-07-05,796.7,CLP
2023-07-04,798.4,CLP
2023-07-03,798.3,CLP
2023-06-30,800.93,CLP
2023-06-29,803.0,CLP
2023-06-28,800.2,CLP
2023-06-27,797.9,CLP
2023-06-26,805.6,CLP
2023-06-23,805.8,CLP
2023-06-22,804.2,CLP
2023-06-21,803.78,CLP
2023-06-20,803.55,CLP
2023-06-19,795.4,CLP
2023-06-16,793.7,CLP
2023-06-15,793.13,CLP
2023-06-14,801.3,CLP
2023-06-13,803.0,CLP
2023-06-12,806.2,CLP
2023-06-09,787.5,CLP
2023-06-08,786.85,CLP
2023-06-07,791.05,CLP
2023-06-06,795.8,CLP
2023-06-05,798.74,CLP
2023-06-02,798.3,CLP
2023-06-01,804.06,CLP
2023-05-31,808.3,CLP
2023-05-30,804.3,CLP
2023-05-29,804.75,CLP
2023-05-26,797.7,CLP
2023-05-25,810.0,CLP
2023-05-24,806.9,CLP
2023-05-23,802.55,CLP
2023-05-22,795.9,CLP
2023-05-19,797.84,CLP
2023-05-18,795.8,CLP
2023-05-17,791.24,CLP
2023-05-16,798.43,CLP
2023-05-15,786.03,CLP
2023-05-12,784.9,CLP
2023-05-11,791.78,CLP
2023-05-10,787.93,CLP
2023-05-09,788.7,CLP
2023-05-08,797.25,CLP
2023-05-05,792.53,CLP
2023-05-04,798.8,CLP
2023-05-03,802.9,CLP
2023-05-02,808.97,CLP
2023-05-01,806.0,CLP
2023-04-28,806.36,CLP
2023-04-27,802.91,CLP
2023-04-26,804.65,CLP
2023-04-25,811.91,CLP
2023-04-24,813.9,CLP
2023-04-21,802.36,CLP
2023-04-20,793.16,CLP
2023-04-19,793.94,CLP
2023-04-18,794.01,CLP
2023-04-17,800.58,CLP
2023-04-14,796.87,CLP
2023-04-13,795.22,CLP
2023-04-12,803.62,CLP
2023-04-11,805.59,CLP
2023-04-10,818.8,CLP
2023-04-07,818.42,CLP
2023-04-06,818.42,CLP
2023-04-05,809.8,CLP
2023-04-04,807.42,CLP
2023-04-03,810.45,CLP
2023-03-31,794.44,CLP
2023-03-30,790.04,CLP
2023-03-29,792.93,CLP
2023-03-28,797.51,CLP
2023-03-27,805.49,CLP
2023-03-24,810.22,CLP
2023-03-23,807.02,CLP
2023-03-22,810.41,CLP
2023-03-21,822.45,CLP
2023-03-20,825.78,CLP
2023-03-17,826.61,CLP
2023-03-16,823.3,CLP
2023-03-15,820.95,CLP
2023-03-14,802.2,CLP
2023-03-13,805.4,CLP
2023-03-10,800.3,CLP
2023-03-09,796.0,CLP
2023-03-08,804.63,CLP
2023-03-07,805.08,CLP
2023-03-06,796.25,CLP
2023-03-03,802.5,CLP
2023-03-02,812.05,CLP
2023-03-01,810.43,CLP
2023-02-28,827.47,CLP
2023-02-27,832.7,CLP
2023-02-24,826.0,CLP
2023-02-23,807.4,CLP
2023-02-22,800.88,CLP
2023-02-21,803.13,CLP
2023-02-20,798.25,CLP
2023-02-17,787.82,CLP
2023-02-16,791.05,CLP
2023-02-15,791.78,CLP
2023-02-14,784.7,CLP
2023-02-13,795.5,CLP
2023-02-10,798.09,CLP
2023-02-09,800.5,CLP
2023-02-08,801.0,CLP
2023-02-07,792.94,CLP
2023-02-06,803.29,CLP
2023-02-03,795.65,CLP
2023-02-02,779.55,CLP
2023-02-01,786.1,CLP
2023-01-31,795.48,CLP
2023-01-30,806.8,CLP
2023-01-27,805.73,CLP
2023-01-26,802.03,CLP
2023-01-25,803.15,CLP
2023-01-24,801.2,CLP
2023-01-23,813.03,CLP
2023-01-20,814.25,CLP
2023-01-19,822.44,CLP
2023-01-18,823.21,CLP
2023-01-17,814.36,CLP
2023-01-16,821.1,CLP
2023-01-13,815.93,CLP
2023-01-12,817.32,CLP
2023-01-11,823.1,CLP
2023-01-10,825.9,CLP
2023-01-09,834.84,CLP
2023-01-06,840.93,CLP
2023-01-05,851.4,CLP
2023-01-04,854.96,CLP
2023-01-03,862.4,CLP
2023-01-02,847.8,CLP
2022-12-30,847.8,CLP
2022-12-29,856.05,CLP
2022-12-28,862.55,CLP
2022-12-27,867.4,CLP
2022-12-26,876.9,CLP
2022-12-23,877.55,CLP
2022-12-22,869.78,CLP
2022-12-21,870.8,CLP
2022-12-20,884.93,CLP
2022-12-19,889.25,CLP
2022-12-16,885.26,CLP
2022-12-15,877.45,CLP
2022-12-14,870.05,CLP
2022-12-13,855.92,CLP
2022-12-12,867.16,CLP
2022-12-09,860.78,CLP
2022-12-08,863.27,CLP
2022-12-07,865.8,CLP
2022-12-06,877.6,CLP
2022-12-05,894.89,CLP
2022-12-02,882.26,CLP
2022-12-01,878.23,CLP
2022-11-30,888.85,CLP
2022-11-29,900.1,CLP
2022-11-28,912.5,CLP
2022-11-25,920.58,CLP
2022-11-24,909.25,CLP
2022-11-23,915.35,CLP
2022-11-22,926.05,CLP
2022-11-21,941.65,CLP
2022-11-18,939.87,CLP
2022-11-17,921.25,CLP
2022-11-16,911.15,CLP
2022-11-15,886.55,CLP
2022-11-14,890.75,CLP
2022-11-11,890.51,CLP
2022-11-10,893.4,CLP
2022-11-09,906.55,CLP
2022-11-08,906.55,CLP
2022-11-07,916.4,CLP
2022-11-04,924.83,CLP
2022-11-03,944.2,CLP
2022-11-02,944.25,CLP
2022-11-01,942.99,CLP
2022-10-31,943.05,CLP
2022-10-28,942.3,CLP
2022-10-27,944.45,CLP
2022-10-26,951.0,CLP
2022-10-25,965.85,CLP
2022-10-24,986.3,CLP
2022-10-21,972.3,CLP
2022-10-20,978.05,CLP
2022-10-19,973.75,CLP
2022-10-18,972.4,CLP
2022-10-17,971.4,CLP
2022-10-14,960.63,CLP
2022-10-13,937.56,CLP
2022-10-12,943.13,CLP
2022-10-11,926.13,CLP
2022-10-10,936.8,CLP
2022-10-07,936.95,CLP
2022-10-06,942.7,CLP
2022-10-05,939.71,CLP
2022-10-04,931.39,CLP
2022-10-03,939.08,CLP
2022-09-30,966.63,CLP
2022-09-29,962.65,CLP
2022-09-28,955.02,CLP
2022-09-27,983.78,CLP
2022-09-26,992.63,CLP
2022-09-23,968.76,CLP
2022-09-22,943.78,CLP
2022-09-21,935.38,CLP
2022-09-20,931.86,CLP
2022-09-19,922.37,CLP
2022-09-16,921.92,CLP
2022-09-15,922.24,CLP
2022-09-14,920.5,CLP
2022-09-13,916.13,CLP
2022-09-12,897.9,CLP
2022-09-09,903.96,CLP
2022-09-08,881.4,CLP
2022-09-07,882.52,CLP
2022-09-06,891.9,CLP
2022-09-05,881.3,CLP
2022-09-02,878.27,CLP
2022-09-01,896.62,CLP
2022-08-31,896.5,CLP
2022-08-30,889.9,CLP
2022-08-29,882.06,CLP
2022-08-26,892.7,CLP
2022-08-25,897.26,CLP
2022-08-24,920.0,CLP
2022-08-23,915.51,CLP
2022-08-22,937.55,CLP
2022-08-19,944.05,CLP
2022-08-18,928.4,CLP
2022-08-17,897.15,CLP
2022-08-16,881.05,CLP
2022-08-15,880.56,CLP
2022-08-12,874.93,CLP
2022-08-11,883.9,CLP
2022-08-10,886.2,CLP
2022-08-09,902.9,CLP
2022-08-08,905.45,CLP
2022-08-05,917.69,CLP
2022-08-04,901.95,CLP
2022-08-03,911.3,CLP
2022-08-02,909.0,CLP
2022-08-01,891.25,CLP
2022-07-29,899.5,CLP
2022-07-28,906.2,CLP
2022-07-27,906.95,CLP
2022-07-26,924.3,CLP
2022-07-25,936.9,CLP
2022-07-22,950.86,CLP
2022-07-21,928.37,CLP
2022-07-20,926.03,CLP
2022-07-19,926.05,CLP
2022-07-18,944.55,CLP
2022-07-15,971.31,CLP
2022-07-14,1049.3,CLP
2022-07-13,1008.8,CLP
2022-07-12,1019.2,CLP
2022-07-11,993.35,CLP
2022-07-08,972.73,CLP
2022-07-07,950.13,CLP
2022-07-06,969.55,CLP
2022-07-05,952.85,CLP
2022-07-04,928.3,CLP
2022-07-01,931.89,CLP
2022-06-30,916.3,CLP
2022-06-29,926.0,CLP
2022-06-28,910.35,CLP
2022-06-27,920.14,CLP
2022-06-24,916.77,CLP
2022-06-23,902.65,CLP
2022-06-22,888.88,CLP
2022-06-21,872.35,CLP
2022-06-20,882.1,CLP
2022-06-17,875.86,CLP
2022-06-16,866.3,CLP
2022-06-15,856.08,CLP
2022-06-14,868.1,CLP
2022-06-13,861.99,CLP
2022-06-10,843.8,CLP
2022-06-09,824.9,CLP
2022-06-08,821.2,CLP
2022-06-07,824.0,CLP
2022-06-06,822.05,CLP
2022-06-03,811.12,CLP
2022-06-02,812.54,CLP
2022-06-01,822.92,CLP
2022-05-31,823.38,CLP
2022-05-30,829.94,CLP
2022-05-27,825.95,CLP
2022-05-26,824.0,CLP
2022-05-25,831.7,CLP
2022-05-24,829.9,CLP
2022-05-23,829.93,CLP
2022-05-20,835.95,CLP
2022-05-19,837.0,CLP
2022-05-18,854.04,CLP
2022-05-17,850.1,CLP
2022-05-16,857.09,CLP
2022-05-13,859.85,CLP
2022-05-12,865.11,CLP
2022-05-11,861.58,CLP
2022-05-10,865.9,CLP
2022-05-09,867.0,CLP
2022-05-06,858.44,CLP
2022-05-05,861.7,CLP
2022-05-04,852.9,CLP
2022-05-03,854.9,CLP
2022-05-02,859.88,CLP
2022-04-29,851.13,CLP
2022-04-28,856.9,CLP
2022-04-27,845.57,CLP
2022-04-26,845.53,CLP
2022-04-25,844.5,CLP
2022-04-22,836.15,CLP
2022-04-21,823.75,CLP
2022-04-20,813.7,CLP
2022-04-19,819.3,CLP
2022-04-18,816.4,CLP
2022-04-15,813.85,CLP
2022-04-14,814.3,CLP
2022-04-13,805.8,CLP
2022-04-12,806.4,CLP
2022-04-11,816.15,CLP
2022-04-08,813.9,CLP
2022-04-07,805.22,CLP
2022-04-06,799.16,CLP
2022-04-05,786.9,CLP
2022-04-04,778.5,CLP
2022-04-01,782.47,CLP
2022-03-31,785.88,CLP
2022-03-30,788.08,CLP
2022-03-29,779.38,CLP
2022-03-28,777.75,CLP
2022-03-25,777.18,CLP
2022-03-24,788.36,CLP
2022-03-23,791.63,CLP
2022-03-22,792.03,CLP
2022-03-21,792.78,CLP
2022-03-18,802.53,CLP
2022-03-17,798.58,CLP
2022-03-16,797.13,CLP
2022-03-15,808.9,CLP
2022-03-14,813.05,CLP
2022-03-11,805.43,CLP
2022-03-10,801.4,CLP
2022-03-09,803.9,CLP
2022-03-08,809.37,CLP
2022-03-07,811.58,CLP
2022-03-04,806.11,CLP
2022-03-03,795.15,CLP
2022-03-02,804.18,CLP
2022-03-01,805.49,CLP
2022-02-28,798.0,CLP
2022-02-25,800.99,CLP
2022-02-24,815.7,CLP
2022-02-23,790.2,CLP
2022-02-22,791.89,CLP
2022-02-21,797.79,CLP
2022-02-18,800.5,CLP
2022-02-17,794.5,CLP
2022-02-16,797.3,CLP
2022-02-15,800.2,CLP
2022-02-14,812.93,CLP
2022-02-11,809.03,CLP
2022-02-10,803.6,CLP
2022-02-09,811.8,CLP
2022-02-08,826.6,CLP
2022-02-07,824.08,CLP
2022-02-04,828.05,CLP
2022-02-03,817.58,CLP
2022-02-02,809.7,CLP
2022-02-01,801.75,CLP
2022-01-31,799.9,CLP
2022-01-28,812.55,CLP
2022-01-27,804.42,CLP
2022-01-26,802.4,CLP
2022-01-25,798.98,CLP
2022-01-24,806.53,CLP
2022-01-21,798.13,CLP
2022-01-20,801.93,CLP
2022-01-19,808.18,CLP
2022-01-18,817.08,CLP
2022-01-17,821.68,CLP
2022-01-14,818.88,CLP
2022-01-13,815.67,CLP
2022-01-12,822.97,CLP
2022-01-11,827.65,CLP
2022-01-10,835.0,CLP
2022-01-07,827.33,CLP
2022-01-06,836.85,CLP
2022-01-05,837.86,CLP
2022-01-04,846.68,CLP
2022-01-03,851.15,CLP
2021-12-31,851.1,CLP
2021-12-30,851.1,CLP
2021-12-29,848.25,CLP
2021-12-28,853.87,CLP
2021-12-27,856.05,CLP
2021-12-24,864.15,CLP
2021-12-23,858.23,CLP
2021-12-22,860.15,CLP
2021-12-21,871.05,CLP
2021-12-20,870.61,CLP
2021-12-17,842.13,CLP
2021-12-16,845.83,CLP
2021-12-15,850.63,CLP
2021-12-14,842.6,CLP
2021-12-13,841.03,CLP
2021-12-10,843.0,CLP
2021-12-09,848.08,CLP
2021-12-08,838.46,CLP
2021-12-07,839.3,CLP
2021-12-06,845.45,CLP
2021-12-03,840.38,CLP
2021-12-02,836.03,CLP
2021-12-01,838.53,CLP
2021-11-30,826.7,CLP
2021-11-29,842.86,CLP
2021-11-26,831.37,CLP
2021-11-25,820.37,CLP
2021-11-24,813.45,CLP
2021-11-23,812.8,CLP
2021-11-22,811.38,CLP
2021-11-19,828.05,CLP
2021-11-18,831.68,CLP
2021-11-17,828.7,CLP
2021-11-16,811.72,CLP
2021-11-15,796.12,CLP
2021-11-12,799.95,CLP
2021-11-11,793.18,CLP
2021-11-10,793.95,CLP
2021-11-09,791.41,CLP
2021-11-08,802.33,CLP
2021-11-05,811.05,CLP
2021-11-04,813.83,CLP
2021-11-03,812.53,CLP
2021-11-02,812.31,CLP
2021-11-01,811.2,CLP
2021-10-29,813.2,CLP
2021-10-28,805.68,CLP
2021-10-27,805.1,CLP
2021-10-26,803.68,CLP
2021-10-25,807.37,CLP
2021-10-22,814.51,CLP
2021-10-21,817.63,CLP
2021-10-20,813.6,CLP
2021-10-19,810.35,CLP
2021-10-18,816.75,CLP
2021-10-15,823.45,CLP
2021-10-14,825.62,CLP
2021-10-13,814.83,CLP
2021-10-12,822.78,CLP
2021-10-11,824.0,CLP
2021-10-08,824.0,CLP
2021-10-07,811.88,CLP
2021-10-06,812.93,CLP
2021-10-05,810.9,CLP
2021-10-04,805.63,CLP
2021-10-01,803.03,CLP
2021-09-30,810.53,CLP
2021-09-29,809.7,CLP
2021-09-28,802.37,CLP
2021-09-27,793.2,CLP
2021-09-24,792.38,CLP
2021-09-23,784.94,CLP
2021-09-22,787.15,CLP
2021-09-21,785.6,CLP
2021-09-20,788.55,CLP
2021-09-17,784.13,CLP
2021-09-16,783.25,CLP
2021-09-15,777.67,CLP
2021-09-14,783.38,CLP
2021-09-13,784.68,CLP
2021-09-10,788.08,CLP
2021-09-09,792.9,CLP
2021-09-08,786.93,CLP
2021-09-07,780.28,CLP
2021-09-06,772.23,CLP
2021-09-03,766.05,CLP
2021-09-02,767.65,CLP
2021-09-01,770.71,CLP
2021-08-31,772.63,CLP
2021-08-30,782.0,CLP
2021-08-27,782.38,CLP
2021-08-26,786.21,CLP
2021-08-25,783.27,CLP
2021-08-24,781.87,CLP
2021-08-23,783.68,CLP
2021-08-20,785.93,CLP
2021-08-19,785.63,CLP
2021-08-18,786.83,CLP
2021-08-17,789.7,CLP
2021-08-16,786.25,CLP
2021-08-13,775.47,CLP
2021-08-12,774.28,CLP
2021-08-11,770.97,CLP
2021-08-10,778.33,CLP
2021-08-09,784.98,CLP
2021-08-06,787.65,CLP
2021-08-05,777.54,CLP
2021-08-04,773.89,CLP
2021-08-03,775.4,CLP
2021-08-02,768.0,CLP
2021-07-30,756.2,CLP
2021-07-29,759.83,CLP
2021-07-28,761.45,CLP
2021-07-27,767.51,CLP
2021-07-26,759.72,CLP
2021-07-23,761.76,CLP
2021-07-22,753.35,CLP
2021-07-21,752.18,CLP
2021-07-20,757.8,CLP
2021-07-19,759.5,CLP
2021-07-16,757.65,CLP
2021-07-15,756.5,CLP
2021-07-14,744.68,CLP
2021-07-13,749.27,CLP
2021-07-12,743.17,CLP
2021-07-09,748.38,CLP
2021-07-08,752.5,CLP
2021-07-07,748.73,CLP
2021-07-06,746.5,CLP
2021-07-05,735.7,CLP
2021-07-02,733.85,CLP
2021-07-01,739.92,CLP
2021-06-30,731.7,CLP
2021-06-29,726.2,CLP
2021-06-28,734.45,CLP
2021-06-25,732.6,CLP
2021-06-24,733.41,CLP
2021-06-23,735.53,CLP
2021-06-22,740.9,CLP
2021-06-21,747.0,CLP
2021-06-18,748.05,CLP
2021-06-17,737.88,CLP
2021-06-16,729.72,CLP
2021-06-15,726.54,CLP
2021-06-14,718.85,CLP
2021-06-11,721.5,CLP
2021-06-10,719.28,CLP
2021-06-09,719.38,CLP
2021-06-08,717.9,CLP
2021-06-07,715.88,CLP
2021-06-04,717.8,CLP
2021-06-03,718.5,CLP
2021-06-02,719.1,CLP
2021-06-01,728.01,CLP
2021-05-31,722.43,CLP
2021-05-28,724.05,CLP
2021-05-27,724.22,CLP
2021-05-26,729.6,CLP
2021-05-25,733.9,CLP
2021-05-24,729.35,CLP
2021-05-21,720.6,CLP
2021-05-20,720.72,CLP
2021-05-19,714.68,CLP
2021-05-18,713.4,CLP
2021-05-17,714.8,CLP
2021-05-14,699.33,CLP
2021-05-13,707.3,CLP
2021-05-12,707.8,CLP
2021-05-11,702.08,CLP
2021-05-10,696.48,CLP
2021-05-07,694.88,CLP
2021-05-06,699.7,CLP
2021-05-05,704.65,CLP
2021-05-04,703.3,CLP
2021-05-03,703.9,CLP
2021-04-30,710.3,CLP
2021-04-29,709.0,CLP
2021-04-28,695.93,CLP
2021-04-27,701.4,CLP
2021-04-26,704.75,CLP
2021-04-23,713.1,CLP
2021-04-22,706.53,CLP
2021-04-21,697.85,CLP
2021-04-20,696.4,CLP
2021-04-19,700.4,CLP
2021-04-16,702.45,CLP
2021-04-15,698.33,CLP
2021-04-14,708.9,CLP
2021-04-13,707.93,CLP
2021-04-12,713.16,CLP
2021-04-09,710.45,CLP
2021-04-08,708.06,CLP
2021-04-07,713.49,CLP
2021-04-06,717.68,CLP
2021-04-05,721.38,CLP
2021-04-02,716.63,CLP
2021-04-01,716.63,CLP
2021-03-31,720.2,CLP
2021-03-30,728.93,CLP
2021-03-29,733.68,CLP
2021-03-26,732.63,CLP
2021-03-25,724.9,CLP
2021-03-24,727.32,CLP
2021-03-23,722.69,CLP
2021-03-22,716.43,CLP
2021-03-19,713.08,CLP
2021-03-18,720.23,CLP
2021-03-17,722.3,CLP
2021-03-16,727.58,CLP
2021-03-15,722.6,CLP
2021-03-12,723.65,CLP
2021-03-11,712.93,CLP
2021-03-10,724.13,CLP
2021-03-09,734.87,CLP
2021-03-08,736.13,CLP
2021-03-05,733.03,CLP
2021-03-04,731.9,CLP
2021-03-03,727.2,CLP
2021-03-02,728.79,CLP
2021-03-01,722.55,CLP
2021-02-26,723.51,CLP
2021-02-25,715.78,CLP
