Date,cambio,moeda
2021-02-24,700.75,CLP
2021-02-23,704.33,CLP
2021-02-22,706.6,CLP
2021-02-19,708.4,CLP
2021-02-18,710.73,CLP
2021-02-17,712.94,CLP
2021-02-16,718.33,CLP
2021-02-15,718.7,CLP
2021-02-12,721.5,CLP
2021-02-11,725.75,CLP
2021-02-10,724.88,CLP
2021-02-09,734.4,CLP
2021-02-08,735.2,CLP
2021-02-05,738.76,CLP
2021-02-04,735.4,CLP
2021-02-03,732.38,CLP
2021-02-02,732.44,CLP
2021-02-01,733.5,CLP
2021-01-29,734.59,CLP
2021-01-28,735.73,CLP
2021-01-27,738.33,CLP
2021-01-26,732.95,CLP
2021-01-25,732.75,CLP
2021-01-22,727.38,CLP
2021-01-21,717.15,CLP
2021-01-20,721.87,CLP
2021-01-19,737.0,CLP
2021-01-18,733.5,CLP
2021-01-15,734.55,CLP
2021-01-14,726.23,CLP
2021-01-13,737.25,CLP
2021-01-12,724.75,CLP
2021-01-11,719.23,CLP
2021-01-08,711.88,CLP
2021-01-07,712.45,CLP
2021-01-06,696.25,CLP
2021-01-05,695.63,CLP
2021-01-04,704.05,CLP
2021-01-01,709.75,CLP
2020-12-31,709.75,CLP
2020-12-30,710.0,CLP
2020-12-29,715.08,CLP
2020-12-28,711.63,CLP
2020-12-25,714.38,CLP
2020-12-24,714.38,CLP
2020-12-23,713.7,CLP
2020-12-22,722.45,CLP
2020-12-21,725.05,CLP
2020-12-18,725.13,CLP
2020-12-17,721.53,CLP
2020-12-16,733.8,CLP
2020-12-15,735.75,CLP
2020-12-14,735.1,CLP
2020-12-11,734.03,CLP
2020-12-10,734.5,CLP
2020-12-09,742.95,CLP
2020-12-08,744.3,CLP
2020-12-07,744.6,CLP
2020-12-04,743.53,CLP
2020-12-03,750.36,CLP
2020-12-02,755.7,CLP
2020-12-01,759.68,CLP
2020-11-30,760.7,CLP
2020-11-27,768.15,CLP
2020-11-26,765.1,CLP
2020-11-25,764.6,CLP
2020-11-24,773.6,CLP
2020-11-23,773.74,CLP
2020-11-20,763.93,CLP
2020-11-19,758.93,CLP
2020-11-18,758.08,CLP
2020-11-17,762.98,CLP
2020-11-16,766.1,CLP
2020-11-13,766.8,CLP
2020-11-12,760.75,CLP
2020-11-11,754.2,CLP
2020-11-10,754.23,CLP
2020-11-09,757.18,CLP
2020-11-06,751.12,CLP
2020-11-05,755.73,CLP
2020-11-04,753.7,CLP
2020-11-03,759.05,CLP
2020-11-02,767.4,CLP
2020-10-30,773.05,CLP
2020-10-29,771.63,CLP
2020-10-28,773.32,CLP
2020-10-27,772.75,CLP
2020-10-26,775.03,CLP
2020-10-23,775.5,CLP
2020-10-22,778.48,CLP
2020-10-21,782.83,CLP
2020-10-20,785.79,CLP
2020-10-19,787.38,CLP
2020-10-16,793.3,CLP
2020-10-15,803.95,CLP
2020-10-14,798.63,CLP
2020-10-13,798.7,CLP
2020-10-12,796.87,CLP
2020-10-09,794.2,CLP
2020-10-08,798.35,CLP
2020-10-07,794.53,CLP
2020-10-06,798.63,CLP
2020-10-05,798.41,CLP
2020-10-02,789.27,CLP
2020-10-01,786.28,CLP
2020-09-30,784.77,CLP
2020-09-29,784.18,CLP
2020-09-28,784.43,CLP
2020-09-25,787.86,CLP
2020-09-24,783.1,CLP
2020-09-23,782.48,CLP
2020-09-22,777.0,CLP
2020-09-21,774.28,CLP
2020-09-18,763.19,CLP
2020-09-17,760.98,CLP
2020-09-16,758.94,CLP
2020-09-15,763.06,CLP
2020-09-14,765.05,CLP
2020-09-11,769.77,CLP
2020-09-10,772.6,CLP
2020-09-09,765.66,CLP
2020-09-08,772.44,CLP
2020-09-07,774.5,CLP
2020-09-04,771.31,CLP
2020-09-03,775.45,CLP
2020-09-02,771.18,CLP
2020-09-01,771.13,CLP
2020-08-31,776.21,CLP
2020-08-28,779.33,CLP
2020-08-27,784.31,CLP
2020-08-26,784.51,CLP
2020-08-25,786.67,CLP
2020-08-24,785.51,CLP
2020-08-21,792.66,CLP
2020-08-20,786.26,CLP
2020-08-19,783.9,CLP
2020-08-18,794.18,CLP
2020-08-17,807.0,CLP
2020-08-14,796.58,CLP
2020-08-13,792.9,CLP
2020-08-12,791.75,CLP
2020-08-11,794.11,CLP
2020-08-10,805.33,CLP
2020-08-07,787.45,CLP
2020-08-06,772.2,CLP
2020-08-05,776.96,CLP
2020-08-04,771.19,CLP
2020-08-03,757.0,CLP
2020-07-31,756.43,CLP
2020-07-30,760.9,CLP
2020-07-29,757.01,CLP
2020-07-28,764.5,CLP
2020-07-27,767.4,CLP
2020-07-24,773.63,CLP
2020-07-23,770.1,CLP
2020-07-22,767.1,CLP
2020-07-21,771.18,CLP
2020-07-20,784.4,CLP
2020-07-17,787.2,CLP
2020-07-16,789.21,CLP
2020-07-15,781.0,CLP
2020-07-14,785.9,CLP
2020-07-13,788.9,CLP
2020-07-10,791.93,CLP
2020-07-09,788.0,CLP
2020-07-08,786.58,CLP
2020-07-07,789.0,CLP
2020-07-06,798.28,CLP
2020-07-03,802.13,CLP
2020-07-02,800.61,CLP
2020-07-01,808.26,CLP
2020-06-30,822.9,CLP
2020-06-29,819.85,CLP
2020-06-26,821.07,CLP
2020-06-25,807.8,CLP
2020-06-24,818.4,CLP
2020-06-23,818.73,CLP
2020-06-22,819.18,CLP
2020-06-19,816.39,CLP
2020-06-18,816.96,CLP
2020-06-17,800.61,CLP
2020-06-16,783.6,CLP
2020-06-15,782.69,CLP
2020-06-12,791.67,CLP
2020-06-11,792.1,CLP
2020-06-10,773.03,CLP
2020-06-09,769.33,CLP
2020-06-08,766.83,CLP
2020-06-05,766.08,CLP
2020-06-04,770.39,CLP
2020-06-03,785.2,CLP
2020-06-02,776.6,CLP
2020-06-01,792.0,CLP
2020-05-29,798.4,CLP
2020-05-28,808.33,CLP
2020-05-27,819.66,CLP
2020-05-26,806.31,CLP
2020-05-25,804.18,CLP
2020-05-22,807.93,CLP
2020-05-21,802.88,CLP
2020-05-20,803.43,CLP
2020-05-19,818.18,CLP
2020-05-18,818.48,CLP
2020-05-15,827.13,CLP
2020-05-14,821.48,CLP
2020-05-13,816.11,CLP
2020-05-12,824.06,CLP
2020-05-11,821.99,CLP
2020-05-08,825.28,CLP
2020-05-07,836.24,CLP
2020-05-06,842.11,CLP
2020-05-05,833.85,CLP
2020-05-04,836.45,CLP
2020-05-01,833.4,CLP
2020-04-30,833.4,CLP
2020-04-29,833.55,CLP
2020-04-28,843.95,CLP
2020-04-27,856.2,CLP
2020-04-24,856.6,CLP
2020-04-23,859.36,CLP
2020-04-22,858.0,CLP
2020-04-21,856.75,CLP
2020-04-20,855.75,CLP
2020-04-17,851.95,CLP
2020-04-16,851.05,CLP
2020-04-15,855.2,CLP
2020-04-14,847.95,CLP
2020-04-13,848.58,CLP
2020-04-10,840.08,CLP
2020-04-09,840.08,CLP
2020-04-08,842.83,CLP
2020-04-07,858.13,CLP
2020-04-06,849.53,CLP
2020-04-03,864.5,CLP
2020-04-02,860.42,CLP
2020-04-01,863.62,CLP
2020-03-31,854.23,CLP
2020-03-30,856.83,CLP
2020-03-27,834.7,CLP
2020-03-26,827.4,CLP
2020-03-25,844.5,CLP
2020-03-24,845.2,CLP
2020-03-23,860.5,CLP
2020-03-20,863.1,CLP
2020-03-19,862.19,CLP
2020-03-18,867.8,CLP
2020-03-17,848.1,CLP
2020-03-16,852.0,CLP
2020-03-13,837.7,CLP
2020-03-12,848.12,CLP
2020-03-11,840.28,CLP
2020-03-10,832.83,CLP
2020-03-09,837.86,CLP
2020-03-06,826.17,CLP
2020-03-05,824.55,CLP
2020-03-04,819.38,CLP
2020-03-03,812.53,CLP
2020-03-02,811.52,CLP
2020-02-28,817.21,CLP
2020-02-27,813.26,CLP
2020-02-26,811.3,CLP
2020-02-25,812.35,CLP
2020-02-24,807.03,CLP
2020-02-21,802.31,CLP
2020-02-20,806.88,CLP
2020-02-19,795.94,CLP
2020-02-18,796.6,CLP
2020-02-17,793.1,CLP
2020-02-14,791.2,CLP
2020-02-13,793.6,CLP
2020-02-12,790.58,CLP
2020-02-11,791.5,CLP
2020-02-10,793.14,CLP
2020-02-07,791.13,CLP
2020-02-06,783.05,CLP
2020-02-05,775.87,CLP
2020-02-04,781.3,CLP
2020-02-03,786.5,CLP
2020-01-31,799.33,CLP
2020-01-30,796.25,CLP
2020-01-29,792.0,CLP
2020-01-28,785.12,CLP
2020-01-27,787.6,CLP
2020-01-24,776.23,CLP
2020-01-23,776.0,CLP
2020-01-22,770.6,CLP
2020-01-21,773.72,CLP
2020-01-20,769.5,CLP
2020-01-17,773.14,CLP
2020-01-16,775.69,CLP
2020-01-15,774.6,CLP
2020-01-14,769.49,CLP
2020-01-13,774.06,CLP
2020-01-10,772.78,CLP
2020-01-09,767.5,CLP
2020-01-08,757.75,CLP
2020-01-07,769.12,CLP
2020-01-06,772.82,CLP
2020-01-03,763.68,CLP
2020-01-02,748.63,CLP
2020-01-01,751.95,CLP
2019-12-31,751.5,CLP
2019-12-30,752.08,CLP
2019-12-27,747.7,CLP
2019-12-26,745.4,CLP
2019-12-25,751.34,CLP
2019-12-24,748.38,CLP
2019-12-23,752.2,CLP
2019-12-20,756.35,CLP
2019-12-19,753.47,CLP
2019-12-18,750.9,CLP
2019-12-17,755.8,CLP
2019-12-16,761.0,CLP
2019-12-13,763.62,CLP
2019-12-12,767.6,CLP
2019-12-11,769.33,CLP
2019-12-10,779.45,CLP
2019-12-09,772.5,CLP
2019-12-06,775.97,CLP
2019-12-05,780.8,CLP
2019-12-04,786.97,CLP
2019-12-03,801.98,CLP
2019-12-02,803.4,CLP
2019-11-29,803.12,CLP
2019-11-28,827.8,CLP
2019-11-27,816.8,CLP
2019-11-26,797.3,CLP
2019-11-25,791.35,CLP
2019-11-22,798.93,CLP
2019-11-21,795.05,CLP
2019-11-20,790.13,CLP
2019-11-19,786.53,CLP
2019-11-18,775.53,CLP
2019-11-15,774.3,CLP
2019-11-14,802.12,CLP
2019-11-13,793.65,CLP
2019-11-12,779.85,CLP
2019-11-11,758.5,CLP
2019-11-08,747.14,CLP
2019-11-07,741.35,CLP
2019-11-06,739.42,CLP
2019-11-05,747.5,CLP
2019-11-04,740.85,CLP
2019-11-01,740.6,CLP
2019-10-31,740.6,CLP
2019-10-30,738.43,CLP
2019-10-29,727.2,CLP
2019-10-28,723.05,CLP
2019-10-25,726.35,CLP
2019-10-24,723.73,CLP
2019-10-23,725.53,CLP
2019-10-22,723.8,CLP
2019-10-21,725.73,CLP
2019-10-18,710.19,CLP
2019-10-17,711.4,CLP
2019-10-16,716.3,CLP
2019-10-15,714.95,CLP
2019-10-14,712.43,CLP
2019-10-11,709.48,CLP
2019-10-10,718.48,CLP
2019-10-09,723.2,CLP
2019-10-08,725.24,CLP
2019-10-07,718.53,CLP
2019-10-04,714.38,CLP
2019-10-03,716.17,CLP
2019-10-02,724.18,CLP
2019-10-01,728.86,CLP
2019-09-30,728.3,CLP
2019-09-27,725.83,CLP
2019-09-26,725.8,CLP
2019-09-25,726.5,CLP
2019-09-24,723.02,CLP
2019-09-23,720.8,CLP
2019-09-20,717.38,CLP
2019-09-19,715.95,CLP
2019-09-18,715.1,CLP
2019-09-17,714.81,CLP
2019-09-16,709.3,CLP
2019-09-13,706.98,CLP
2019-09-12,708.47,CLP
2019-09-11,715.66,CLP
2019-09-10,711.63,CLP
2019-09-09,714.43,CLP
2019-09-06,711.0,CLP
2019-09-05,715.45,CLP
2019-09-04,722.5,CLP
2019-09-03,724.89,CLP
2019-09-02,724.6,CLP
2019-08-30,720.8,CLP
2019-08-29,720.25,CLP
2019-08-28,723.05,CLP
2019-08-27,722.55,CLP
2019-08-26,719.3,CLP
2019-08-23,719.18,CLP
2019-08-22,714.74,CLP
2019-08-21,711.3,CLP
2019-08-20,708.9,CLP
2019-08-19,713.17,CLP
2019-08-16,707.76,CLP
2019-08-15,710.55,CLP
2019-08-14,710.3,CLP
2019-08-13,703.26,CLP
2019-08-12,713.46,CLP
2019-08-09,709.65,CLP
2019-08-08,709.57,CLP
2019-08-07,714.0,CLP
2019-08-06,714.2,CLP
2019-08-05,720.51,CLP
2019-08-02,712.4,CLP
2019-08-01,706.27,CLP
2019-07-31,703.4,CLP
2019-07-30,697.95,CLP
2019-07-29,695.42,CLP
2019-07-26,694.93,CLP
2019-07-25,695.99,CLP
2019-07-24,690.39,CLP
2019-07-23,691.08,CLP
2019-07-22,688.76,CLP
2019-07-19,687.95,CLP
2019-07-18,682.09,CLP
2019-07-17,681.99,CLP
2019-07-16,681.37,CLP
2019-07-15,678.77,CLP
2019-07-12,679.36,CLP
2019-07-11,680.0,CLP
2019-07-10,685.4,CLP
2019-07-09,687.94,CLP
2019-07-08,687.51,CLP
2019-07-05,683.55,CLP
2019-07-04,678.84,CLP
2019-07-03,677.8,CLP
2019-07-02,679.8,CLP
2019-07-01,679.6,CLP
2019-06-28,677.15,CLP
2019-06-27,679.3,CLP
2019-06-26,678.87,CLP
2019-06-25,681.35,CLP
2019-06-24,680.1,CLP
2019-06-21,683.33,CLP
2019-06-20,683.49,CLP
2019-06-19,690.49,CLP
2019-06-18,695.54,CLP
2019-06-17,699.56,CLP
2019-06-14,699.0,CLP
2019-06-13,695.96,CLP
2019-06-12,695.15,CLP
2019-06-11,692.05,CLP
2019-06-10,699.3,CLP
2019-06-07,692.63,CLP
2019-06-06,692.34,CLP
2019-06-05,692.74,CLP
2019-06-04,692.99,CLP
2019-06-03,703.2,CLP
2019-05-31,709.46,CLP
2019-05-30,709.58,CLP
2019-05-29,704.36,CLP
2019-05-28,707.18,CLP
2019-05-27,698.5,CLP
2019-05-24,693.55,CLP
2019-05-23,696.15,CLP
2019-05-22,697.28,CLP
2019-05-21,694.61,CLP
2019-05-20,695.89,CLP
2019-05-17,696.85,CLP
2019-05-16,693.74,CLP
2019-05-15,691.45,CLP
2019-05-14,691.75,CLP
2019-05-13,693.03,CLP
2019-05-10,685.83,CLP
2019-05-09,684.43,CLP
2019-05-08,684.11,CLP
2019-05-07,684.3,CLP
2019-05-06,678.43,CLP
2019-05-03,676.68,CLP
2019-05-02,681.45,CLP
2019-05-01,677.71,CLP
2019-04-30,677.34,CLP
2019-04-29,677.88,CLP
2019-04-26,674.85,CLP
2019-04-25,674.36,CLP
2019-04-24,672.58,CLP
2019-04-23,667.48,CLP
2019-04-22,664.01,CLP
2019-04-19,661.81,CLP
2019-04-18,661.81,CLP
2019-04-17,661.66,CLP
2019-04-16,661.51,CLP
2019-04-15,660.67,CLP
2019-04-12,660.69,CLP
2019-04-11,663.51,CLP
2019-04-10,661.96,CLP
2019-04-09,664.34,CLP
2019-04-08,663.59,CLP
2019-04-05,664.91,CLP
2019-04-04,664.62,CLP
2019-04-03,667.09,CLP
2019-04-02,672.95,CLP
2019-04-01,668.34,CLP
2019-03-29,680.05,CLP
2019-03-28,681.31,CLP
2019-03-27,681.05,CLP
2019-03-26,680.19,CLP
2019-03-25,679.38,CLP
2019-03-22,678.23,CLP
2019-03-21,667.03,CLP
2019-03-20,662.06,CLP
2019-03-19,666.9,CLP
2019-03-18,665.5,CLP
2019-03-15,669.5,CLP
2019-03-14,671.29,CLP
2019-03-13,668.1,CLP
2019-03-12,665.08,CLP
2019-03-11,670.21,CLP
2019-03-08,670.68,CLP
2019-03-07,666.8,CLP
2019-03-06,659.97,CLP
2019-03-05,657.47,CLP
2019-03-04,659.84,CLP
2019-03-01,659.39,CLP
2019-02-28,655.5,CLP
2019-02-27,648.93,CLP
2019-02-26,647.73,CLP
2019-02-25,650.25,CLP
2019-02-22,650.93,CLP
2019-02-21,654.22,CLP
2019-02-20,652.88,CLP
2019-02-19,655.24,CLP
2019-02-18,660.62,CLP
2019-02-15,661.56,CLP
2019-02-14,664.06,CLP
2019-02-13,663.3,CLP
2019-02-12,659.94,CLP
2019-02-11,661.54,CLP
2019-02-08,657.62,CLP
2019-02-07,658.16,CLP
2019-02-06,654.44,CLP
2019-02-05,651.48,CLP
2019-02-04,652.58,CLP
2019-02-01,654.0,CLP
2019-01-31,655.8,CLP
2019-01-30,663.86,CLP
2019-01-29,667.45,CLP
2019-01-28,670.85,CLP
2019-01-25,669.54,CLP
2019-01-24,672.15,CLP
2019-01-23,672.23,CLP
2019-01-22,673.77,CLP
2019-01-21,672.21,CLP
2019-01-18,671.15,CLP
2019-01-17,670.54,CLP
2019-01-16,668.97,CLP
2019-01-15,675.54,CLP
2019-01-14,673.71,CLP
2019-01-11,674.86,CLP
2019-01-10,675.86,CLP
2019-01-09,676.0,CLP
2019-01-08,680.4,CLP
2019-01-07,681.3,CLP
2019-01-04,681.21,CLP
2019-01-03,693.77,CLP
2019-01-02,696.75,CLP
2023-10-27,0.9465,EUR
2023-10-26,0.9466,EUR
2023-10-25,0.9463,EUR
2023-10-24,0.9441,EUR
2023-10-23,0.937,EUR
2023-10-20,0.9438,EUR
2023-10-19,0.9447,EUR
2023-10-18,0.9489,EUR
2023-10-17,0.9453,EUR
2023-10-16,0.9468,EUR
2023-10-13,0.9512,EUR
2023-10-12,0.9497,EUR
2023-10-11,0.9415,EUR
2023-10-10,0.9428,EUR
2023-10-09,0.9462,EUR
2023-10-06,0.9444,EUR
2023-10-05,0.9477,EUR
2023-10-04,0.9517,EUR
2023-10-03,0.9552,EUR
2023-10-02,0.9542,EUR
2023-09-29,0.9457,EUR
2023-09-28,0.9467,EUR
2023-09-27,0.952,EUR
2023-09-26,0.9457,EUR
2023-09-25,0.9439,EUR
2023-09-22,0.9384,EUR
2023-09-21,0.9379,EUR
2023-09-20,0.9378,EUR
2023-09-19,0.9362,EUR
2023-09-18,0.9351,EUR
2023-09-15,0.9382,EUR
2023-09-14,0.9394,EUR
2023-09-13,0.932,EUR
2023-09-12,0.9296,EUR
2023-09-11,0.9301,EUR
2023-09-08,0.9344,EUR
2023-09-07,0.9343,EUR
2023-09-06,0.9321,EUR
2023-09-05,0.9319,EUR
2023-09-04,0.9264,EUR
2023-09-01,0.9279,EUR
2023-08-31,0.9221,EUR
2023-08-30,0.9151,EUR
2023-08-29,0.9189,EUR
2023-08-28,0.9241,EUR
2023-08-25,0.9256,EUR
2023-08-24,0.9248,EUR
2023-08-23,0.9206,EUR
2023-08-22,0.9218,EUR
2023-08-21,0.9179,EUR
2023-08-18,0.9199,EUR
2023-08-17,0.9195,EUR
2023-08-16,0.9191,EUR
2023-08-15,0.9169,EUR
2023-08-14,0.9168,EUR
2023-08-11,0.9134,EUR
2023-08-10,0.9105,EUR
2023-08-09,0.911,EUR
2023-08-08,0.9126,EUR
2023-08-07,0.9084,EUR
2023-08-04,0.9081,EUR
2023-08-03,0.9134,EUR
2023-08-02,0.9141,EUR
2023-08-01,0.9102,EUR
2023-07-31,0.9093,EUR
2023-07-28,0.9077,EUR
2023-07-27,0.911,EUR
2023-07-26,0.902,EUR
2023-07-25,0.9044,EUR
2023-07-24,0.9037,EUR
2023-07-21,0.8989,EUR
2023-07-20,0.8983,EUR
2023-07-19,0.8927,EUR
2023-07-18,0.8906,EUR
2023-07-17,0.8898,EUR
2023-07-14,0.8904,EUR
2023-07-13,0.8906,EUR
2023-07-12,0.8983,EUR
2023-07-11,0.9083,EUR
2023-07-10,0.9088,EUR
2023-07-07,0.9115,EUR
2023-07-06,0.9182,EUR
2023-07-05,0.9211,EUR
2023-07-04,0.919,EUR
2023-07-03,0.9163,EUR
2023-06-30,0.9163,EUR
2023-06-29,0.9201,EUR
2023-06-28,0.9162,EUR
2023-06-27,0.9122,EUR
2023-06-26,0.9168,EUR
2023-06-23,0.918,EUR
2023-06-22,0.9125,EUR
2023-06-21,0.9101,EUR
2023-06-20,0.9158,EUR
2023-06-19,0.9154,EUR
2023-06-16,0.914,EUR
2023-06-15,0.9135,EUR
2023-06-14,0.9229,EUR
2023-06-13,0.9264,EUR
2023-06-12,0.9295,EUR
2023-06-09,0.9301,EUR
2023-06-08,0.9272,EUR
2023-06-07,0.9345,EUR
2023-06-06,0.9351,EUR
2023-06-05,0.9332,EUR
2023-06-02,0.9337,EUR
2023-06-01,0.929,EUR
2023-05-31,0.9353,EUR
2023-05-30,0.9314,EUR
2023-05-29,0.9338,EUR
2023-05-26,0.9323,EUR
2023-05-25,0.9326,EUR
2023-05-24,0.9301,EUR
2023-05-23,0.9284,EUR
2023-05-22,0.9246,EUR
2023-05-19,0.9254,EUR
2023-05-18,0.9282,EUR
2023-05-17,0.9223,EUR
2023-05-16,0.9204,EUR
2023-05-15,0.9195,EUR
2023-05-12,0.9215,EUR
2023-05-11,0.9158,EUR
2023-05-10,0.9104,EUR
2023-05-09,0.9121,EUR
2023-05-08,0.9084,EUR
2023-05-05,0.9074,EUR
2023-05-04,0.9079,EUR
2023-05-03,0.9039,EUR
2023-05-02,0.9088,EUR
2023-05-01,0.9108,EUR
2023-04-28,0.9071,EUR
2023-04-27,0.9065,EUR
2023-04-26,0.9055,EUR
2023-04-25,0.9113,EUR
2023-04-24,0.9054,EUR
2023-04-21,0.9098,EUR
2023-04-20,0.9115,EUR
2023-04-19,0.9127,EUR
2023-04-18,0.9112,EUR
2023-04-17,0.9151,EUR
2023-04-14,0.9088,EUR
2023-04-13,0.9054,EUR
2023-04-12,0.9097,EUR
2023-04-11,0.9162,EUR
2023-04-10,0.9206,EUR
2023-04-07,0.9173,EUR
2023-04-06,0.9153,EUR
2023-04-05,0.9168,EUR
2023-04-04,0.9129,EUR
2023-04-03,0.9176,EUR
2023-03-31,0.9223,EUR
2023-03-30,0.917,EUR
2023-03-29,0.9219,EUR
2023-03-28,0.9221,EUR
2023-03-27,0.926,EUR
2023-03-24,0.9291,EUR
2023-03-23,0.923,EUR
2023-03-22,0.9209,EUR
2023-03-21,0.9283,EUR
2023-03-20,0.9326,EUR
2023-03-17,0.9372,EUR
2023-03-16,0.9426,EUR
2023-03-15,0.9453,EUR
2023-03-14,0.9317,EUR
2023-03-13,0.9317,EUR
2023-03-10,0.9394,EUR
2023-03-09,0.9448,EUR
2023-03-08,0.948,EUR
2023-03-07,0.9478,EUR
2023-03-06,0.9363,EUR
2023-03-03,0.9402,EUR
2023-03-02,0.9434,EUR
2023-03-01,0.9371,EUR
2023-02-28,0.9452,EUR
2023-02-27,0.9424,EUR
2023-02-24,0.9479,EUR
2023-02-23,0.9436,EUR
2023-02-22,0.943,EUR
2023-02-21,0.939,EUR
2023-02-20,0.9358,EUR
2023-02-17,0.935,EUR
2023-02-16,0.937,EUR
2023-02-15,0.9354,EUR
2023-02-14,0.9312,EUR
2023-02-13,0.9326,EUR
2023-02-10,0.9362,EUR
2023-02-09,0.9311,EUR
2023-02-08,0.9334,EUR
2023-02-07,0.9321,EUR
2023-02-06,0.9316,EUR
2023-02-03,0.9262,EUR
2023-02-02,0.9163,EUR
2023-02-01,0.9098,EUR
2023-01-31,0.9205,EUR
2023-01-30,0.9218,EUR
2023-01-27,0.9199,EUR
2023-01-26,0.918,EUR
2023-01-25,0.9158,EUR
2023-01-24,0.9189,EUR
2023-01-23,0.9198,EUR
2023-01-20,0.921,EUR
2023-01-19,0.9233,EUR
2023-01-18,0.9263,EUR
2023-01-17,0.9269,EUR
2023-01-16,0.9242,EUR
2023-01-13,0.9232,EUR
2023-01-12,0.9215,EUR
2023-01-11,0.9295,EUR
2023-01-10,0.9313,EUR
2023-01-09,0.9318,EUR
2023-01-06,0.9392,EUR
2023-01-05,0.9502,EUR
2023-01-04,0.9431,EUR
2023-01-03,0.9475,EUR
2023-01-02,0.9376,EUR
2022-12-30,0.9341,EUR
2022-12-29,0.9379,EUR
2022-12-28,0.9422,EUR
2022-12-27,0.9397,EUR
2022-12-26,0.9399,EUR
2022-12-23,0.9418,EUR
2022-12-22,0.9437,EUR
2022-12-21,0.9428,EUR
2022-12-20,0.9413,EUR
2022-12-19,0.9426,EUR
2022-12-16,0.9446,EUR
2022-12-15,0.9407,EUR
2022-12-14,0.9361,EUR
2022-12-13,0.9404,EUR
2022-12-12,0.9489,EUR
2022-12-09,0.9493,EUR
2022-12-08,0.9471,EUR
2022-12-07,0.9517,EUR
2022-12-06,0.955,EUR
2022-12-05,0.953,EUR
2022-12-02,0.9486,EUR
2022-12-01,0.95,EUR
2022-11-30,0.9607,EUR
2022-11-29,0.968,EUR
2022-11-28,0.967,EUR
2022-11-25,0.9616,EUR
2022-11-24,0.9606,EUR
2022-11-23,0.9617,EUR
2022-11-22,0.9703,EUR
2022-11-21,0.9761,EUR
2022-11-18,0.9685,EUR
2022-11-17,0.9649,EUR
2022-11-16,0.9619,EUR
2022-11-15,0.9661,EUR
2022-11-14,0.9681,EUR
2022-11-11,0.9656,EUR
2022-11-10,0.9794,EUR
2022-11-09,0.9984,EUR
2022-11-08,0.9925,EUR
2022-11-07,0.9977,EUR
2022-11-04,1.0036,EUR
2022-11-03,1.0251,EUR
2022-11-02,1.0182,EUR
2022-11-01,1.0127,EUR
2022-10-31,1.0114,EUR
2022-10-28,1.0033,EUR
2022-10-27,1.0034,EUR
2022-10-26,0.992,EUR
2022-10-25,1.0032,EUR
2022-10-24,1.0126,EUR
2022-10-21,1.0138,EUR
2022-10-20,1.0218,EUR
2022-10-19,1.023,EUR
2022-10-18,1.0145,EUR
2022-10-17,1.0161,EUR
2022-10-14,1.0285,EUR
2022-10-13,1.0228,EUR
2022-10-12,1.0301,EUR
2022-10-11,1.0302,EUR
2022-10-10,1.0306,EUR
2022-10-07,1.0262,EUR
2022-10-06,1.0211,EUR
2022-10-05,1.0117,EUR
2022-10-04,1.0013,EUR
2022-10-03,1.0175,EUR
2022-09-30,1.0201,EUR
2022-09-29,1.0185,EUR
2022-09-28,1.027,EUR
2022-09-27,1.0421,EUR
2022-09-26,1.0405,EUR
2022-09-23,1.0316,EUR
2022-09-22,1.0167,EUR
2022-09-21,1.0164,EUR
2022-09-20,1.0027,EUR
2022-09-19,0.9975,EUR
2022-09-16,0.9981,EUR
2022-09-15,0.9996,EUR
2022-09-14,1.0016,EUR
2022-09-13,1.0028,EUR
2022-09-12,0.9879,EUR
2022-09-09,0.9957,EUR
2022-09-08,1.0001,EUR
2022-09-07,0.9996,EUR
2022-09-06,1.0094,EUR
2022-09-05,1.0069,EUR
2022-09-02,1.0045,EUR
2022-09-01,1.0053,EUR
2022-08-31,0.9939,EUR
2022-08-30,0.9984,EUR
2022-08-29,1.0001,EUR
2022-08-26,1.0035,EUR
2022-08-25,1.0024,EUR
2022-08-24,1.0031,EUR
2022-08-23,1.0029,EUR
2022-08-22,1.0056,EUR
2022-08-19,0.9962,EUR
2022-08-18,0.9909,EUR
2022-08-17,0.982,EUR
2022-08-16,0.9829,EUR
2022-08-15,0.9839,EUR
2022-08-12,0.9745,EUR
2022-08-11,0.969,EUR
2022-08-10,0.9708,EUR
2022-08-09,0.979,EUR
2022-08-08,0.9805,EUR
2022-08-05,0.9818,EUR
2022-08-04,0.9759,EUR
2022-08-03,0.9836,EUR
2022-08-02,0.9836,EUR
2022-08-01,0.9742,EUR
2022-07-29,0.9783,EUR
2022-07-28,0.9806,EUR
2022-07-27,0.9798,EUR
2022-07-26,0.9883,EUR
2022-07-25,0.9781,EUR
2022-07-22,0.979,EUR
2022-07-21,0.9773,EUR
2022-07-20,0.9822,EUR
2022-07-19,0.9777,EUR
2022-07-18,0.9858,EUR
2022-07-15,0.991,EUR
2022-07-14,0.998,EUR
2022-07-13,0.9936,EUR
2022-07-12,0.9959,EUR
2022-07-11,0.9957,EUR
2022-07-08,0.9816,EUR
2022-07-07,0.984,EUR
2022-07-06,0.982,EUR
2022-07-05,0.9737,EUR
2022-07-04,0.9592,EUR
2022-07-01,0.9588,EUR
2022-06-30,0.9537,EUR
2022-06-29,0.9576,EUR
2022-06-28,0.9505,EUR
2022-06-27,0.9447,EUR
